DATE,MONTH,HEATHROW_cloud_cover,HEATHROW_humidity,HEATHROW_pressure,HEATHROW_global_radiation,HEATHROW_precipitation,HEATHROW_sunshine,HEATHROW_temp_mean,HEATHROW_temp_min,HEATHROW_temp_max
20070627,6,7,0.74,1.0074,1.32,0.46,1.4,14.4,9.2,19.6
20070628,6,6,0.71,1.0098,1.77,0.28,3.5,13.9,7.7,20.1
20070629,6,5,0.75,1.0078,2.19,0.56,5.9,17.6,13.0,22.2
20070630,6,8,0.91,1.0112,0.81,1.2,0.0,15.8,13.2,18.3
20070701,7,6,0.8,1.0026,2.21,0.02,6.1,17.9,15.1,20.7
20070702,7,7,0.85,1.0023,1.48,1.2,2.1,17.4,14.2,20.6
20070703,7,6,0.8,1.0002,1.86,0.5,4.0,16.0,11.9,20.0
20070704,7,7,0.79,1.0053,1.87,0.36,4.1,15.8,12.3,19.3
20070705,7,7,0.8,1.0102,1.36,0.06,1.6,17.0,14.2,19.8
20070706,7,6,0.67,1.0091,1.76,0.0,3.5,17.4,13.9,20.8
20070707,7,1,0.66,1.0159,3.0,0.0,11.8,16.9,11.4,22.4
20070708,7,3,0.66,1.0169,2.66,0.02,9.3,16.0,9.9,22.1
20070709,7,4,0.7,1.0134,2.42,0.78,7.6,16.2,11.2,21.2
20070710,7,6,0.7,1.0122,1.61,0.0,2.8,15.6,11.5,19.7
20070711,7,6,0.71,1.0145,1.83,0.0,4.0,17.0,12.8,21.2
20070712,7,6,0.82,1.0141,1.37,0.0,1.7,18.7,13.4,24.0
20070713,7,7,0.79,1.0113,1.43,0.12,2.0,19.6,15.8,23.5
20070714,7,6,0.71,1.0114,1.91,0.0,4.5,19.8,16.4,23.1
20070715,7,6,0.78,1.0106,1.26,0.1,1.3,19.6,15.4,23.8
20070716,7,6,0.76,1.0095,1.35,0.14,1.7,19.8,17.1,22.5
20070717,7,4,0.77,1.0124,2.23,0.28,6.6,17.8,14.0,21.7
20070718,7,2,0.65,1.0169,2.63,0.02,9.4,18.6,13.4,23.9
20070719,7,5,0.68,1.0181,1.59,0.76,2.9,18.1,12.5,23.7
20070720,7,6,0.84,1.0121,1.83,3.58,4.2,18.0,15.9,20.1
20070721,7,5,0.84,1.0125,1.94,1.26,4.9,16.1,12.1,20.1
20070722,7,4,0.75,1.0098,2.63,0.0,9.6,16.2,11.9,20.6
20070723,7,8,0.81,0.9995,0.75,0.32,0.0,16.6,13.8,19.4
20070724,7,2,0.67,1.0081,2.78,0.0,10.9,17.4,12.4,22.4
20070725,7,7,0.81,1.0118,1.19,0.04,1.2,16.6,13.2,19.9
20070726,7,6,0.83,1.0054,1.08,0.66,0.8,16.4,14.3,18.6
20070727,7,5,0.76,1.0105,2.02,0.0,5.6,17.7,13.2,22.2
20070728,7,5,0.74,1.0142,2.23,1.3,7.1,17.5,12.3,22.7
20070729,7,4,0.69,1.0152,2.18,0.0,6.8,16.3,12.2,20.4
20070730,7,2,0.61,1.021,2.48,0.0,9.0,14.8,8.9,20.6
20070731,7,1,0.6,1.0202,2.95,0.0,12.8,15.8,9.9,21.8
20070801,8,3,0.58,1.0143,2.59,0.0,10.0,17.9,11.6,24.2
20070802,8,4,0.72,1.0133,1.69,0.04,3.9,16.6,13.3,19.9
20070803,8,1,0.67,1.0212,2.71,0.0,11.1,18.4,11.9,24.9
20070804,8,1,0.65,1.0202,3.03,0.0,13.9,20.5,14.8,26.2
20070805,8,0,0.64,1.0105,2.98,0.0,13.6,21.8,14.7,29.0
20070806,8,3,0.65,1.0095,2.3,0.0,8.2,19.7,15.8,23.6
20070807,8,3,0.67,1.0158,2.46,0.34,9.5,17.0,11.2,22.7
20070808,8,4,0.57,1.0199,2.6,0.0,10.7,16.8,11.9,21.7
20070809,8,1,0.58,1.0207,2.39,0.0,9.1,16.8,11.9,21.7
20070810,8,0,0.59,1.0189,2.85,0.0,13.0,17.4,10.5,24.4
20070811,8,0,0.66,1.0148,2.78,0.0,12.5,19.2,12.7,25.8
20070812,8,3,0.65,1.0089,1.79,0.0,5.0,17.8,12.9,22.7
20070813,8,4,0.69,1.0095,1.85,0.62,5.5,16.6,11.1,22.1
20070814,8,8,0.9,1.0005,0.66,0.6,0.0,17.2,14.9,19.5
20070815,8,7,0.84,0.9963,1.21,1.24,1.8,18.7,15.3,22.1
20070816,8,2,0.72,1.0093,2.22,0.0,8.4,15.2,10.9,19.6
20070817,8,4,0.7,1.0162,1.78,0.04,5.3,15.2,10.3,20.1
20070818,8,8,0.87,1.0104,0.8,0.58,0.3,16.8,14.3,19.3
20070819,8,8,0.93,1.006,0.64,0.16,0.0,16.5,15.2,17.8
20070820,8,7,0.84,1.0071,0.82,0.04,0.4,14.4,12.4,16.4
20070821,8,8,0.9,1.0133,0.63,0.04,0.0,15.0,12.9,17.0
20070822,8,8,0.85,1.0149,0.62,0.2,0.0,16.0,14.9,17.1
20070823,8,8,0.9,1.0169,0.62,0.18,0.0,16.2,14.2,18.3
20070824,8,6,0.89,1.0247,0.88,0.02,0.7,17.0,14.6,19.4
20070825,8,0,0.79,1.0279,2.59,0.0,12.8,18.9,11.3,26.5
20070826,8,2,0.68,1.0284,2.42,0.0,11.3,19.5,15.7,23.3
20070827,8,3,0.66,1.0259,1.99,0.0,7.8,16.0,11.7,20.3
20070828,8,7,0.67,1.022,1.67,0.0,5.4,16.7,12.6,20.8
20070829,8,4,0.67,1.0208,2.21,0.0,9.9,17.4,13.5,21.3
20070830,8,5,0.77,1.0223,0.65,0.0,0.1,15.0,10.4,19.5
20070831,8,6,0.76,1.022,1.18,0.0,2.4,15.8,11.4,20.3
20070901,9,7,0.74,1.0213,0.95,0.0,1.4,17.7,14.5,20.9
20070902,9,6,0.76,1.0175,1.27,0.04,3.4,17.2,12.7,21.6
20070903,9,3,0.65,1.0194,1.63,0.0,6.2,16.6,13.6,19.5
20070904,9,3,0.63,1.0285,1.92,0.0,8.9,15.0,10.7,19.3
20070905,9,5,0.74,1.0298,0.97,0.0,1.7,18.2,12.8,23.7
20070906,9,4,0.77,1.0313,1.52,0.0,5.6,19.1,13.5,24.7
20070907,9,4,0.76,1.0308,1.43,0.0,5.0,20.2,16.5,24.0
20070908,9,5,0.79,1.0277,0.91,0.0,1.5,15.9,12.0,19.8
20070909,9,5,0.7,1.0245,1.39,0.0,4.9,17.2,13.0,21.3
20070910,9,4,0.64,1.0202,1.58,0.0,6.6,17.6,13.9,21.3
20070911,9,1,0.66,1.0258,2.04,0.0,11.3,14.6,8.9,20.4
20070912,9,2,0.72,1.0277,1.47,0.0,5.9,15.8,9.5,22.0
20070913,9,0,0.72,1.0248,1.98,0.0,11.0,16.8,10.8,22.8
20070914,9,4,0.74,1.0203,1.06,0.0,2.8,17.5,12.1,22.9
20070915,9,0,0.69,1.0241,1.96,0.02,11.2,14.8,8.7,21.0
20070916,9,4,0.75,1.0132,1.55,0.0,7.2,16.0,10.4,21.6
20070917,9,6,0.71,1.0111,0.59,0.0,0.3,14.8,12.9,16.6
20070918,9,2,0.6,1.0227,1.86,0.0,10.7,11.0,6.2,15.7
20070919,9,7,0.77,1.0203,0.54,0.06,0.2,14.3,9.5,19.1
20070920,9,6,0.81,1.0169,0.78,0.06,1.4,16.7,12.7,20.7
20070921,9,6,0.78,1.0169,0.69,0.02,0.9,17.8,15.3,20.2
20070922,9,5,0.83,1.0204,1.01,0.0,3.1,17.6,13.5,21.8
20070923,9,4,0.84,1.017,1.15,0.92,4.4,15.7,10.1,21.3
20070924,9,5,0.76,1.0085,1.35,0.0,6.4,15.0,11.8,18.1
20070925,9,5,0.78,1.0138,1.27,0.02,5.8,14.0,9.6,18.3
20070926,9,5,0.73,1.021,1.16,0.02,4.8,10.8,8.6,13.0
20070927,9,3,0.79,1.0197,1.04,0.0,3.9,10.8,7.3,14.2
20070928,9,7,0.9,1.0125,0.45,0.34,0.1,12.6,10.5,14.6
20070929,9,7,0.84,1.0141,0.6,0.02,0.8,15.0,12.4,18.0
20070930,9,6,0.79,1.0215,0.98,0.22,3.7,12.6,6.9,18.3
20071001,10,8,0.91,1.022,0.39,0.54,0.0,12.9,11.2,14.6
20071002,10,8,0.95,1.0207,0.38,0.1,0.0,13.3,11.8,14.8
20071003,10,5,0.88,1.0182,0.74,0.02,1.9,15.3,13.1,17.9
20071004,10,2,0.76,1.0214,1.26,0.0,7.1,15.2,11.9,18.5
20071005,10,0,0.76,1.0251,1.44,0.0,9.5,12.8,7.3,18.3
20071006,10,7,0.78,1.0236,0.56,0.0,0.9,14.0,10.1,18.0
20071007,10,6,0.8,1.0225,0.42,0.0,0.2,12.3,8.1,16.5
20071008,10,7,0.74,1.0254,0.35,0.08,0.0,13.6,11.8,15.4
20071009,10,6,0.93,1.0225,0.45,1.52,0.4,12.0,9.1,15.0
20071010,10,6,0.86,1.0249,0.55,0.02,1.0,13.8,10.3,17.3
20071011,10,4,0.9,1.0282,1.02,0.02,5.5,11.8,6.3,17.3
20071012,10,8,0.94,1.0263,0.32,0.0,0.0,12.8,8.3,17.4
20071013,10,7,0.86,1.0253,0.76,0.0,3.0,16.6,13.8,19.5
20071014,10,6,0.8,1.0199,0.76,0.0,3.1,15.0,11.8,18.3
20071015,10,5,0.85,1.014,0.63,0.1,2.0,13.7,9.4,18.0
20071016,10,8,0.89,1.0126,0.41,0.62,0.4,15.4,13.1,17.8
20071017,10,3,0.78,1.019,1.02,0.02,6.6,12.5,10.1,14.9
20071018,10,0,0.76,1.0333,1.11,0.0,8.0,9.4,5.1,13.8
20071019,10,1,0.78,1.0357,1.05,0.0,7.4,8.4,2.9,13.8
20071020,10,1,0.77,1.036,1.1,0.02,8.3,9.3,4.0,14.6
20071021,10,0,0.78,1.0308,1.14,0.0,9.1,8.2,2.2,14.2
20071022,10,6,0.86,1.0244,0.39,0.04,0.5,8.8,4.0,13.6
20071023,10,0,0.79,1.0257,1.09,0.02,8.9,8.0,3.2,12.7
20071024,10,7,0.78,1.0263,0.32,0.0,0.2,7.9,4.8,11.0
20071025,10,8,0.9,1.024,0.26,0.04,0.0,9.8,9.2,10.4
20071026,10,8,0.87,1.0226,0.25,0.0,0.0,9.8,8.8,12.5
20071027,10,7,0.87,1.0244,0.31,0.0,0.2,12.0,9.1,14.8
20071028,10,7,0.94,1.015,0.25,0.62,0.0,13.8,12.3,15.2
20071029,10,4,0.82,1.0132,0.78,0.0,5.4,11.3,8.8,13.8
20071030,10,3,0.77,1.0223,0.96,0.0,8.4,10.4,6.5,14.4
20071031,10,4,0.91,1.0288,0.32,0.0,0.4,9.5,4.9,14.1
20071101,11,5,0.84,1.032,0.63,0.0,3.7,13.4,9.4,17.4
20071102,11,6,0.85,1.034,0.61,0.02,3.6,12.7,8.0,17.4
20071103,11,4,0.85,1.0316,0.74,0.0,5.7,12.0,7.9,16.1
20071104,11,2,0.84,1.0303,0.67,0.02,4.8,9.5,5.9,13.1
20071105,11,6,0.89,1.028,0.29,0.0,0.4,6.6,1.2,11.9
20071106,11,2,0.76,1.0325,0.82,0.0,7.5,8.0,4.0,12.1
20071107,11,7,0.78,1.0265,0.28,0.0,0.4,9.8,5.6,14.0
20071108,11,7,0.79,1.0181,0.27,0.44,0.3,12.2,9.9,14.6
20071109,11,4,0.69,1.0247,0.72,0.0,6.4,8.5,6.1,10.9
20071110,11,7,0.76,1.0215,0.38,0.0,1.5,10.8,7.0,14.5
20071111,11,6,0.72,1.0181,0.3,0.0,0.7,11.2,9.3,13.0
20071112,11,2,0.73,1.0254,0.66,0.12,5.8,4.2,0.3,8.1
20071113,11,6,0.86,1.0149,0.21,0.12,0.1,6.2,1.7,10.8
20071114,11,4,0.79,1.0184,0.51,0.0,3.6,7.7,5.7,9.7
20071115,11,1,0.78,1.0275,0.73,0.0,7.7,4.8,0.4,9.3
20071116,11,0,0.79,1.0293,0.7,0.02,7.3,3.1,-2.4,8.6
20071117,11,7,0.91,1.0241,0.17,0.04,0.0,4.0,-0.5,8.6
20071118,11,8,0.81,1.0032,0.17,1.44,0.0,5.8,4.2,7.4
20071119,11,7,0.95,0.9988,0.28,2.52,0.8,6.4,2.1,10.6
20071120,11,7,0.99,1.0019,0.17,0.38,0.0,7.6,5.1,10.2
20071121,11,6,0.89,1.0001,0.5,2.02,4.2,9.4,6.9,11.8
20071122,11,6,0.92,1.0036,0.47,0.04,3.8,9.2,7.6,10.7
20071123,11,2,0.77,1.022,0.62,0.0,6.8,5.2,3.7,6.8
20071124,11,5,0.85,1.0253,0.2,0.0,0.2,3.0,-2.2,8.3
20071125,11,3,0.82,1.0245,0.36,0.02,2.2,5.7,0.7,10.7
20071126,11,7,0.84,1.0311,0.18,0.0,0.1,6.9,4.6,9.2
20071127,11,8,0.96,1.0282,0.15,0.06,0.0,8.8,7.0,10.5
20071128,11,7,0.91,1.0162,0.17,0.14,0.1,9.3,7.3,11.3
20071129,11,4,0.84,1.0081,0.42,0.02,3.6,9.2,7.3,11.0
20071130,11,7,0.89,1.0047,0.14,1.06,0.0,9.5,4.9,14.1
20071201,12,3,0.76,1.0005,0.42,0.1,4.2,8.8,6.4,11.1
20071202,12,6,0.79,0.9919,0.23,0.24,0.9,9.8,6.1,13.4
20071203,12,2,0.75,1.0017,0.4,0.0,4.0,8.1,5.7,10.5
20071204,12,7,0.85,1.0136,0.13,0.32,0.0,10.0,6.0,14.0
20071205,12,5,0.85,1.0074,0.29,0.46,1.9,11.3,8.3,14.3
20071206,12,7,0.91,1.0063,0.13,0.78,0.0,11.8,9.0,14.7
20071207,12,3,0.73,1.0009,0.33,0.0,2.8,9.4,8.2,10.6
20071208,12,5,0.86,0.9981,0.13,0.68,0.0,7.6,3.2,11.9
20071209,12,6,0.84,0.9837,0.16,0.28,0.2,7.6,5.4,9.8
20071210,12,5,0.79,1.0098,0.23,0.0,1.1,6.2,5.5,6.9
20071211,12,2,0.79,1.0311,0.45,0.0,5.6,3.2,-0.6,7.1
20071212,12,0,0.82,1.0374,0.47,0.02,6.0,2.6,-2.4,7.6
20071213,12,2,0.87,1.0407,0.34,0.02,3.2,2.1,-2.3,6.5
20071214,12,8,0.85,1.0395,0.12,0.0,0.0,2.6,0.0,5.3
20071215,12,6,0.75,1.0356,0.14,0.0,0.1,3.4,2.8,4.0
20071216,12,3,0.78,1.0369,0.46,0.0,5.9,1.7,-0.9,4.3
20071217,12,6,0.82,1.0351,0.26,0.02,1.8,2.9,0.0,5.8
20071218,12,6,0.76,1.0365,0.37,0.0,3.8,3.4,1.6,5.2
20071219,12,3,0.84,1.0374,0.36,0.0,3.6,3.9,2.3,5.5
20071220,12,2,0.89,1.0343,0.41,0.02,4.8,1.2,-2.5,4.9
20071221,12,3,0.93,1.0266,0.36,0.0,3.6,1.2,-1.8,4.3
20071222,12,7,0.96,1.024,0.15,0.04,0.2,2.7,-2.5,7.9
20071223,12,5,1.0,1.0282,0.12,0.02,0.0,3.2,-1.6,8.0
20071224,12,8,0.91,1.0225,0.15,0.52,0.2,4.9,-0.8,10.6
20071225,12,7,0.95,1.0143,0.12,0.3,0.0,8.6,7.7,9.4
20071226,12,4,0.91,1.0234,0.3,0.0,2.4,7.4,3.3,11.5
20071227,12,7,0.86,1.025,0.12,0.0,0.0,8.3,3.7,12.9
20071228,12,8,0.83,1.0183,0.14,0.64,0.1,10.7,9.9,11.5
20071229,12,4,0.76,1.0109,0.4,0.0,4.5,7.2,5.3,9.0
20071230,12,7,0.82,1.0259,0.18,0.0,0.5,6.7,4.6,8.8
20071231,12,8,0.9,1.0285,0.13,0.0,0.0,6.7,4.9,8.5
20080101,1,8,0.93,1.0226,0.13,0.04,0.0,7.8,6.6,9.1
20080102,1,5,0.84,1.0148,0.36,0.0,3.3,4.8,4.2,5.5
20080103,1,8,0.8,1.0025,0.13,0.06,0.0,2.4,0.5,4.4
20080104,1,8,0.94,0.9995,0.13,0.54,0.0,5.4,1.4,9.0
20080105,1,4,0.82,0.9979,0.26,0.0,1.5,6.6,4.4,8.8
20080106,1,3,0.86,1.008,0.42,0.02,4.4,5.2,0.8,9.6
20080107,1,2,0.73,1.0093,0.39,0.06,3.7,6.2,3.3,9.0
20080108,1,6,0.87,1.0114,0.15,0.44,0.1,7.7,4.6,10.8
20080109,1,5,0.8,1.0085,0.38,0.0,3.4,7.6,4.9,10.3
20080110,1,8,0.86,1.002,0.14,0.84,0.0,8.4,5.4,11.4
20080111,1,7,0.92,0.9918,0.21,0.92,0.6,8.2,5.9,10.4
20080112,1,4,0.86,1.0056,0.53,0.14,6.1,6.1,1.7,10.5
20080113,1,7,0.85,1.0031,0.14,0.44,0.0,6.9,2.7,11.1
20080114,1,6,0.84,0.9961,0.34,1.04,2.3,9.3,7.5,11.1
20080115,1,8,0.91,0.9839,0.15,0.78,0.0,9.4,6.9,12.0
20080116,1,1,0.85,0.9928,0.49,0.02,4.9,6.4,3.3,9.5
20080117,1,5,0.91,1.0006,0.25,0.42,0.8,6.7,0.7,12.7
20080118,1,6,0.9,1.0094,0.15,0.06,0.0,10.3,6.9,13.7
20080119,1,8,0.89,1.0175,0.16,0.0,0.0,11.2,7.9,14.5
20080120,1,8,0.86,1.02,0.16,0.0,0.0,13.5,12.5,14.5
20080121,1,7,0.83,1.0117,0.2,0.34,0.2,11.2,10.9,11.6
20080122,1,4,0.79,1.0238,0.46,0.0,3.6,6.6,2.9,10.4
20080123,1,7,0.87,1.0242,0.17,0.0,0.0,8.1,3.5,12.7
20080124,1,4,0.73,1.0278,0.43,0.0,3.0,10.5,10.3,10.7
20080125,1,3,0.75,1.0361,0.39,0.0,2.3,6.8,2.9,10.6
20080126,1,1,0.82,1.0346,0.54,0.02,4.6,8.4,5.9,10.9
20080127,1,1,0.86,1.0335,0.66,0.02,6.5,8.2,4.9,11.5
20080128,1,7,0.92,1.0337,0.23,0.0,0.3,4.6,1.9,7.4
20080129,1,5,0.84,1.0268,0.4,0.38,2.1,7.0,2.8,11.1
20080130,1,5,0.79,1.0268,0.69,0.0,6.5,6.4,4.1,8.7
20080131,1,7,0.8,1.0064,0.19,0.32,0.0,6.6,3.8,9.3
20080201,2,1,0.69,0.9997,0.68,0.0,6.0,5.9,3.1,8.7
20080202,2,3,0.7,1.0135,0.73,0.0,6.8,3.0,-1.0,7.0
20080203,2,5,0.71,1.0011,0.39,0.18,1.5,5.0,1.3,8.8
20080204,2,3,0.82,0.9979,0.68,0.5,5.5,6.7,2.3,11.1
20080205,2,6,0.84,0.9989,0.29,0.1,0.5,8.2,3.2,13.1
20080206,2,3,0.7,1.0216,0.73,0.0,6.0,9.0,7.8,10.1
20080207,2,7,0.85,1.0336,0.29,0.02,0.4,6.9,1.2,12.6
20080208,2,0,0.78,1.0313,0.9,0.0,8.5,8.2,3.3,13.0
20080209,2,0,0.66,1.0308,0.93,0.0,8.7,8.5,2.1,14.9
20080210,2,3,0.75,1.0335,0.9,0.0,8.1,7.9,0.6,15.2
20080211,2,0,0.78,1.0334,0.94,0.02,8.4,6.6,0.9,12.4
20080212,2,0,0.86,1.0351,0.72,0.0,4.9,6.4,-0.4,13.3
20080213,2,1,0.82,1.0364,0.98,0.0,8.6,6.4,-0.6,13.5
20080214,2,8,0.83,1.0378,0.24,0.0,0.0,3.6,1.6,5.6
20080215,2,5,0.77,1.0382,0.53,0.0,2.2,5.4,3.7,7.1
20080216,2,0,0.73,1.0419,1.03,0.0,8.7,2.7,-0.6,6.0
20080217,2,0,0.75,1.0396,1.03,0.0,8.5,2.7,-4.0,9.4
20080218,2,0,0.75,1.0323,1.07,0.02,9.0,4.0,-2.8,10.9
20080219,2,5,0.75,1.03,0.87,0.0,5.8,4.1,0.1,8.1
20080220,2,7,0.75,1.0202,0.27,0.02,0.0,4.0,-0.7,8.7
20080221,2,7,0.84,1.0213,0.37,0.0,0.4,6.4,1.7,11.2
20080222,2,7,0.82,1.0225,0.28,0.02,0.0,10.8,8.7,12.9
20080223,2,6,0.87,1.0251,0.29,0.0,0.0,8.6,5.5,11.7
20080224,2,6,0.81,1.0177,0.73,0.08,3.4,11.2,8.5,14.0
20080225,2,3,0.84,1.0181,0.87,0.46,4.9,6.4,1.0,11.8
20080226,2,4,0.75,1.0068,0.99,0.0,6.2,8.6,4.6,12.6
20080227,2,5,0.75,1.0188,1.05,0.0,6.8,7.4,3.3,11.6
20080228,2,7,0.78,1.0194,0.31,0.0,0.0,6.7,2.1,11.3
20080229,2,6,0.86,1.0124,0.38,0.12,0.2,7.2,2.4,12.1
20080301,3,5,0.66,1.0073,1.08,0.0,5.5,8.9,4.9,12.9
20080302,3,6,0.7,1.0098,0.71,0.04,2.0,11.1,9.2,13.0
20080303,3,3,0.67,1.0112,1.17,0.0,6.1,6.0,2.5,9.5
20080304,3,3,0.7,1.0247,1.1,0.04,5.3,5.2,1.1,9.3
20080305,3,3,0.7,1.0336,1.29,0.0,7.1,3.5,-2.9,9.9
20080306,3,7,0.73,1.0235,0.38,0.18,0.0,7.1,1.7,12.5
20080307,3,4,0.65,1.0123,1.4,0.0,7.9,9.0,6.3,11.7
20080308,3,6,0.88,1.0047,0.47,0.36,0.2,7.0,3.2,10.9
20080309,3,5,0.84,0.996,0.92,1.18,3.0,8.1,5.3,10.9
20080310,3,7,0.85,0.9724,0.74,0.9,1.6,6.5,3.9,9.1
20080311,3,5,0.74,0.9858,0.75,0.1,1.6,10.0,5.2,14.1
20080312,3,5,0.62,1.0002,1.07,0.0,4.0,8.4,5.5,11.2
20080313,3,6,0.84,1.011,0.47,0.18,0.1,8.4,5.3,11.4
20080314,3,8,0.88,1.0113,0.6,0.02,0.6,9.8,7.2,12.3
20080315,3,7,0.89,1.004,0.54,1.4,0.3,11.1,7.7,14.5
20080316,3,8,0.89,1.0004,0.44,0.12,0.0,8.4,8.3,8.6
20080317,3,8,0.68,1.0181,0.65,0.0,0.7,6.6,4.6,8.7
20080318,3,7,0.67,1.0209,0.46,0.0,0.0,4.6,2.0,7.3
20080319,3,4,0.63,1.0232,1.21,0.0,4.4,5.2,2.0,8.4
20080320,3,7,0.83,1.0136,0.52,0.72,0.1,6.0,1.3,10.6
20080321,3,5,0.68,0.9905,1.39,0.2,5.6,7.0,4.1,9.9
20080322,3,6,0.8,0.9992,1.05,0.1,2.9,4.0,1.9,6.0
20080323,3,5,0.84,1.001,0.7,0.08,0.7,1.4,-2.4,5.2
20080324,3,7,0.81,1.0008,0.78,0.16,1.1,3.0,0.5,5.5
20080325,3,7,0.67,1.007,1.09,0.0,2.9,4.2,0.4,7.9
20080326,3,8,0.8,0.9997,0.74,0.2,0.8,7.7,3.7,11.7
20080327,3,5,0.72,1.001,1.53,0.06,6.1,6.8,1.6,12.0
20080328,3,5,0.8,0.9991,1.21,0.58,3.5,8.8,4.7,13.0
20080329,3,5,0.79,1.0067,1.07,0.32,2.5,9.0,5.2,12.7
20080330,3,4,0.74,1.0003,1.59,0.0,6.2,11.2,8.3,14.2
20080331,3,4,0.81,1.0134,1.16,0.04,2.9,8.2,3.0,13.3
20080401,4,4,0.73,1.0187,1.78,0.0,7.5,11.4,6.9,15.8
20080402,4,7,0.83,1.0249,0.55,0.04,0.0,10.6,7.8,13.3
20080403,4,7,0.79,1.0298,0.61,0.02,0.1,12.4,9.7,15.0
20080404,4,2,0.81,1.0264,2.02,0.12,9.2,12.3,6.4,18.2
20080405,4,6,0.83,1.0154,1.18,0.52,2.7,8.2,6.3,10.1
20080406,4,6,0.77,1.0066,1.27,0.28,3.2,3.2,0.1,6.3
20080407,4,4,0.71,1.0032,1.42,0.02,4.1,4.6,-0.4,9.5
20080408,4,2,0.68,1.0036,1.87,0.0,7.4,5.2,-0.6,10.9
20080409,4,2,0.62,1.0,2.16,0.0,9.7,6.4,0.1,12.6
20080410,4,2,0.68,0.9986,1.66,0.0,5.6,7.0,1.1,12.9
20080411,4,4,0.71,0.9975,2.15,0.2,9.3,8.3,4.2,12.4
20080412,4,5,0.73,1.0037,1.73,0.16,5.9,9.1,5.3,12.9
20080413,4,5,0.88,1.0089,1.54,0.68,4.5,7.4,3.8,10.9
20080414,4,3,0.74,1.0175,2.03,0.02,8.0,7.5,2.3,12.7
20080415,4,3,0.7,1.0235,2.21,0.3,9.3,7.2,1.2,13.1
20080416,4,5,0.72,1.0196,1.39,0.0,3.3,7.6,3.9,11.4
20080417,4,3,0.65,1.0085,2.21,0.0,9.1,7.8,4.5,11.1
20080418,4,7,0.76,0.9981,0.71,0.04,0.1,7.6,4.7,10.4
20080419,4,8,0.83,0.9984,0.65,0.04,0.0,8.7,7.3,10.1
20080420,4,7,0.85,1.0024,1.29,0.28,2.5,11.0,7.8,15.3
20080421,4,6,0.77,1.0043,0.77,0.0,0.2,12.6,9.3,15.8
20080422,4,2,0.73,1.0101,2.02,0.14,7.1,12.2,6.2,18.3
20080423,4,4,0.75,1.0162,1.76,0.06,5.2,11.4,4.6,18.1
20080424,4,2,0.76,1.0202,1.92,0.24,6.2,11.3,6.4,16.2
20080425,4,8,0.7,1.0268,1.31,0.0,2.4,13.1,8.3,17.9
20080426,4,2,0.64,1.0234,2.36,0.0,9.3,14.6,8.4,20.8
20080427,4,6,0.77,1.0133,1.08,0.14,1.2,14.8,11.9,17.6
20080428,4,5,0.78,1.0048,1.79,0.4,5.1,11.7,8.0,15.4
20080429,4,7,0.9,0.9955,1.18,1.56,1.6,9.1,4.7,13.5
20080430,4,7,0.93,0.9904,0.92,1.08,0.5,8.4,5.5,11.3
20080501,5,6,0.79,1.0065,1.75,0.4,4.6,11.0,6.9,15.2
20080502,5,4,0.81,1.02,1.71,0.1,4.3,10.2,4.7,15.8
20080503,5,5,0.68,1.0229,1.85,0.0,5.1,12.9,5.5,20.3
20080504,5,7,0.75,1.0215,0.73,0.0,0.0,17.4,12.8,22.0
20080505,5,7,0.75,1.0246,2.03,0.0,6.2,18.0,14.2,21.8
20080506,5,0,0.62,1.0233,2.92,0.0,12.8,16.2,10.3,22.2
20080507,5,0,0.62,1.0192,2.93,0.0,12.8,18.4,12.2,24.7
20080508,5,1,0.56,1.014,2.92,0.0,12.6,18.8,12.7,25.0
20080509,5,5,0.67,1.0122,1.62,0.04,3.5,19.2,13.2,25.1
20080510,5,3,0.63,1.0167,1.63,0.0,3.5,19.8,13.3,26.2
20080511,5,1,0.5,1.0186,2.98,0.0,12.8,19.8,13.0,26.7
20080512,5,1,0.53,1.0185,2.91,0.0,12.2,18.8,12.3,25.2
20080513,5,0,0.67,1.0182,3.05,0.0,13.2,16.4,10.9,21.9
20080514,5,3,0.72,1.015,2.37,0.34,8.0,15.4,10.6,20.1
20080515,5,8,0.84,1.0105,0.77,0.04,0.0,12.4,10.1,14.7
20080516,5,8,0.82,1.009,0.78,0.0,0.0,11.4,9.9,13.0
20080517,5,8,0.84,1.0087,0.78,0.0,0.0,11.7,10.3,13.1
20080518,5,5,0.6,1.0144,2.28,0.0,7.2,11.7,7.6,15.8
20080519,5,4,0.63,1.0182,1.79,0.0,4.1,9.6,4.8,14.3
20080520,5,3,0.63,1.0191,2.17,0.0,6.4,10.6,4.6,16.5
20080521,5,1,0.65,1.0166,2.7,0.0,10.0,12.4,6.1,18.7
20080522,5,3,0.59,1.014,2.2,0.06,6.5,15.6,9.0,22.1
20080523,5,6,0.65,1.0124,1.25,0.12,1.3,16.2,12.5,19.8
20080524,5,5,0.58,1.01,2.33,0.9,7.3,16.9,12.3,21.5
20080525,5,8,0.89,1.0106,1.09,1.72,0.7,15.3,11.7,18.9
20080526,5,8,0.96,1.0101,0.81,0.98,0.0,12.4,11.7,13.0
20080527,5,7,0.84,1.0099,0.93,1.18,0.2,14.0,9.9,18.9
20080528,5,7,0.95,1.0045,0.81,0.1,0.0,15.0,12.9,17.1
20080529,5,6,0.85,1.0132,1.92,0.38,4.6,16.4,10.9,22.0
